dist_est_m,rssi_mean_dbm,rssi_min_dbm,rtt_min,rtt_k2,rtt_median,rtt_p10,rtt_p25,rtt_p75,rtt_iqr,rtt_mad,rtt_mean_trim,rtt_std,rtt_valid_ratio,csi_data_json
2.1,-60.0,-60.0,9376.0,10938.0,12500.0,10938.0,10938.0,17969.5,7031.5,1562.0,13542.083333333334,5758.561269391282,1.0,"[0, 0, 15, -2, 15, -3, 14, -3, 15, -3, 15, -3, 14, -3, 14, -3, 14, -3, 13, -4, 13, -5, 13, -5, 13, -5, 13, -5, 13, -6, 13, -6, 13, -6, 14, -6, 14, -6, 14, -5, 14, -4, 14, -3, 13, -3, 13, -2, 13, -1, 12, -1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10, 1, 10, 1, 10, 2, 10, 2, 10, 3, 11, 3, 10, 4, 10, 4, 10, 4, 10, 4, 10, 4, 10, 4, 10, 3, 11, 3, 11, 2, 11, 2, 11, 0, 11, 1, 12, 0, 12, 0, 13, -1, 13, -1, 14, -2, 13, -2, 15, -2]"
1.8,-60.0,-60.0,10938.0,10938.0,10938.0,10938.0,10938.0,12500.5,1562.5,0.0,11328.666666666666,3464.3532049848623,1.0,"[0, 0, 12, 8, 12, 8, 12, 8, 13, 7, 13, 7, 13, 7, 12, 6, 12, 6, 13, 5, 13, 5, 13, 4, 13, 4, 14, 4, 14, 4, 14, 4, 14, 4, 14, 5, 14, 5, 14, 5, 13, 6, 13, 6, 12, 7, 11, 7, 11, 7, 10, 8, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 6, 7, 6, 8, 6, 9, 6, 9, 6, 9, 5, 10, 5, 10, 5, 9, 5, 10, 5, 10, 4, 10, 5, 10, 6, 9, 6, 9, 6, 8, 7, 8, 7, 8, 8, 8, 9, 8, 9, 8, 10, 7, 10, 7, 11, 8, 12, 8, 12, 8]"
1.8,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,10157.0,11719.0,1562.0,1562.0,10807.833333333334,4704.740529390424,1.0,"[0, 0, 11, -11, 11, -11, 11, -11, 11, -11, 12, -11, 11, -11, 11, -11, 10, -10, 10, -11, 9, -12, 9, -13, 9, -12, 8, -12, 9, -13, 9, -12, 9, -13, 9, -13, 10, -13, 10, -12, 11, -11, 11, -11, 10, -9, 10, -9, 11, -9, 10, -8, 11, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -5, 9, -5, 9, -4, 10, -4, 10, -3, 11, -3, 11, -3, 11, -3, 11, -3, 10, -2, 11, -3, 10, -3, 10, -3, 10, -4, 10, -4, 10, -5, 10, -5, 10, -6, 10, -7, 10, -7, 10, -7, 10, -8, 10, -9, 11, -10, 10, -10, 12, -11]"
1.5,-60.0,-60.0,9375.0,10938.0,10938.0,10938.0,10938.0,10938.0,0.0,0.0,10938.0,590.5695149944808,0.9333333333333333,"[0, 0, 4, -15, 4, -15, 4, -15, 4, -15, 4, -15, 4, -15, 3, -15, 3, -14, 3, -14, 2, -14, 1, -15, 1, -15, 1, -15, 1, -15, 1, -15, 1, -16, 1, -15, 2, -16, 3, -15, 4, -15, 4, -14, 5, -13, 4, -13, 5, -13, 5, -12, 6, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, -9, 5, -9, 5, -9, 5, -9, 6, -9, 7, -9, 8, -9, 8, -8, 8, -8, 7, -8, 7, -9, 7, -9, 7, -9, 6, -9, 6, -9, 6, -9, 6, -9, 5, -10, 5, -11, 5, -12, 5, -12, 4, -12, 4, -12, 3, -14, 3, -14, 5, -15]"
2.1,-60.0,-60.0,10938.0,10938.0,12500.0,10938.0,10938.0,17969.5,7031.5,1562.0,13542.166666666666,5315.562848843008,1.0,"[0, 0, 3, 15, 3, 15, 3, 15, 3, 15, 3, 15, 3, 14, 3, 14, 4, 14, 4, 13, 4, 13, 5, 13, 5, 13, 5, 13, 6, 14, 6, 13, 6, 14, 6, 14, 5, 15, 4, 14, 3, 14, 3, 14, 2, 13, 1, 13, 1, 13, 0, 12, -1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -1, 10, -1, 10, -1, 10, -2, 10, -3, 11, -3, 11, -4, 10, -4, 10, -4, 10, -4, 11, -4, 10, -3, 11, -3, 10, -2, 11, -1, 11, -1, 11, -1, 11, 0, 12, 1, 12, 0, 12, 2, 13, 1, 13, 3, 14, 3, 14, 2, 15]"
1.95,-60.0,-60.0,10938.0,10938.0,10938.0,10938.0,10938.0,11719.0,781.0,0.0,12109.833333333334,4962.977518475062,1.0,"[0, 0, -12, 11, -11, 11, -11, 11, -11, 11, -12, 11, -11, 11, -11, 11, -10, 10, -10, 11, -9, 11, -9, 12, -9, 11, -8, 12, -9, 12, -9, 12, -9, 13, -9, 12, -10, 12, -10, 12, -11, 11, -11, 10, -11, 9, -11, 8, -11, 8, -11, 7, -11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 5, -9, 5, -9, 4, -10, 4, -10, 4, -12, 4, -12, 3, -12, 3, -11, 3, -11, 2, -12, 3, -11, 3, -11, 3, -10, 3, -11, 4, -10, 5, -10, 5, -10, 6, -11, 6, -10, 7, -10, 7, -10, 8, -11, 9, -11, 10, -11, 10, -12, 11]"
1.95,-60.0,-60.0,9375.0,9375.0,12500.0,9375.400000000001,10938.0,12501.0,1563.0,1562.0,12370.333333333334,5021.675253892426,1.0,"[0, 0, 14, 2, 14, 2, 15, 2, 14, 2, 15, 2, 14, 2, 14, 2, 13, 2, 13, 1, 13, 1, 14, 0, 14, 0, 14, -1, 14, 0, 14, -1, 15, -1, 14, 0, 15, 0, 15, 1, 14, 2, 13, 3, 13, 3, 12, 4, 12, 4, 11, 4, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 9, 3, 8, 4, 9, 5, 8, 5, 9, 6, 9, 6, 8, 6, 8, 6, 8, 6, 9, 6, 8, 6, 8, 6, 8, 6, 9, 5, 9, 4, 9, 4, 10, 4, 11, 4, 11, 4, 11, 4, 12, 3, 12, 3, 14, 3, 13, 2, 14, 2]"
1.8,-60.0,-60.0,9375.0,10938.0,10938.0,10938.0,10938.0,11719.5,781.5,0.0,11198.5,4264.49978100858,1.0,"[0, 0, 13, 6, 14, 6, 12, 7, 14, 6, 13, 7, 13, 6, 13, 6, 13, 5, 13, 5, 13, 5, 13, 4, 13, 4, 13, 4, 14, 4, 14, 3, 14, 3, 14, 4, 14, 4, 13, 5, 13, 6, 13, 6, 12, 6, 11, 7, 10, 7, 10, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 7, 6, 7, 7, 7, 7, 7, 8, 7, 8, 6, 8, 6, 9, 6, 9, 6, 9, 6, 9, 6, 9, 6, 9, 6, 8, 7, 8, 8, 8, 8, 7, 8, 7, 9, 7, 10, 7, 10, 7, 11, 6, 12, 7, 12, 6, 12, 6, 13, 6]"
1.65,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,10157.0,10938.0,781.0,0.0,10677.583333333334,3317.01737509267,1.0,"[0, 0, 13, -9, 12, -9, 12, -10, 12, -9, 13, -9, 12, -9, 12, -9, 11, -9, 11, -10, 10, -10, 10, -11, 10, -11, 10, -11, 10, -11, 10, -11, 11, -12, 10, -11, 12, -11, 12, -10, 12, -9, 12, -9, 12, -7, 11, -7, 11, -7, 11, -6, 11, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -5, 9, -4, 9, -4, 10, -3, 10, -3, 11, -3, 11, -2, 11, -2, 11, -1, 10, -1, 11, -2, 11, -2, 11, -2, 10, -3, 11, -3, 10, -4, 11, -4, 10, -5, 11, -5, 11, -6, 11, -6, 11, -7, 11, -7, 12, -8, 11, -9, 13, -9]"
1.65,-60.111111111111114,-61.0,9375.0,9375.0,10938.0,9375.0,9376.0,10938.0,1562.0,1562.0,11806.111111111111,4238.396485161824,0.6,"[0, 0, 7, 13, 7, 13, 7, 13, 7, 12, 7, 13, 7, 13, 7, 13, 7, 12, 8, 11, 8, 10, 9, 11, 9, 11, 9, 11, 9, 11, 9, 10, 9, 11, 9, 11, 8, 12, 8, 12, 6, 12, 6, 12, 5, 12, 4, 12, 5, 12, 4, 11, 3, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 3, 9, 2, 9, 2, 10, 2, 10, 1, 10, 0, 11, 0, 10, 0, 10, 0, 10, 1, 11, 1, 10, 1, 11, 1, 10, 2, 11, 2, 10, 3, 10, 3, 10, 3, 10, 4, 11, 4, 11, 5, 11, 5, 11, 7, 12, 7, 12, 7, 13]"
1.8,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,10938.0,10938.0,0.0,0.0,10677.583333333334,4686.453594018497,1.0,"[0, 0, -2, -16, -3, -16, -3, -16, -2, -15, -2, -17, -2, -16, -2, -16, -3, -15, -3, -15, -4, -14, -5, -15, -5, -15, -6, -15, -5, -15, -4, -14, -5, -15, -5, -15, -4, -16, -3, -16, -2, -15, -1, -15, -1, -15, -1, -14, -1, -14, 0, -13, 1, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -11, 1, -11, 1, -11, 1, -11, 3, -12, 3, -11, 4, -11, 4, -11, 3, -11, 3, -11, 3, -11, 3, -11, 2, -12, 2, -12, 2, -11, 2, -12, 1, -12, 0, -13, 0, -13, 0, -13, 0, -14, -1, -14, -3, -15, -3, -15, -2, -16]"
1.5,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,10938.0,10938.0,0.0,0.0,10677.583333333334,896.1298417826143,1.0,"[0, 0, 6, 14, 6, 14, 6, 14, 6, 13, 7, 14, 7, 14, 7, 13, 7, 12, 7, 12, 7, 11, 8, 12, 8, 12, 8, 11, 8, 12, 8, 12, 9, 12, 9, 12, 8, 13, 7, 13, 6, 13, 5, 13, 5, 13, 4, 12, 4, 13, 3, 12, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 2, 9, 2, 10, 1, 10, 1, 10, 0, 11, 0, 11, -1, 11, -1, 11, -1, 10, -1, 11, 0, 10, 0, 11, 0, 11, 1, 11, 1, 10, 2, 10, 2, 11, 3, 11, 3, 12, 4, 11, 5, 12, 5, 12, 6, 13, 6, 13, 6, 14]"
1.65,-60.0,-60.0,9375.0,9376.0,10938.0,10000.8,10938.0,11719.0,781.0,0.0,11068.25,3217.3909070687837,1.0,"[0, 0, -5, 15, -4, 15, -4, 14, -4, 15, -4, 15, -4, 15, -3, 14, -3, 14, -3, 14, -2, 14, -2, 14, -1, 14, -1, 14, -1, 14, -1, 15, -1, 15, -1, 16, -2, 15, -3, 14, -4, 14, -4, 14, -4, 13, -5, 13, -5, 12, -6, 11, -6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 9, -5, 9, -6, 9, -6, 9, -6, 9, -7, 8, -8, 9, -8, 7, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -7, 8, -7, 8, -6, 9, -6, 9, -6, 10, -5, 10, -5, 11, -5, 11, -4, 12, -5, 13, -4, 14, -4, 13, -5, 14]"
2.1,-60.0,-60.0,10938.0,10938.0,10938.0,10938.0,10938.0,17969.5,7031.5,0.0,13151.583333333334,5836.921519659714,1.0,"[0, 0, -3, -15, -4, -16, -4, -16, -3, -15, -4, -16, -4, -15, -4, -15, -5, -15, -6, -14, -6, -14, -6, -14, -6, -14, -7, -14, -6, -14, -7, -14, -7, -14, -7, -15, -6, -15, -6, -15, -5, -15, -4, -15, -4, -14, -3, -14, -2, -14, -1, -13, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 1, -10, 1, -11, 1, -11, 2, -11, 2, -11, 3, -11, 3, -11, 3, -11, 3, -11, 3, -11, 3, -11, 3, -11, 2, -11, 2, -11, 1, -12, 1, -12, 0, -12, 0, -13, -1, -13, -2, -13, -2, -13, -2, -14, -3, -15, -3, -15, -3, -15]"
1.5,-60.0,-60.0,9375.0,9376.0,10938.0,9376.0,10157.0,10938.0,781.0,0.0,10547.5,846.2294251560861,1.0,"[0, 0, 14, -7, 14, -7, 13, -7, 13, -7, 14, -8, 14, -7, 13, -7, 12, -7, 12, -8, 12, -9, 12, -10, 11, -9, 11, -10, 11, -10, 11, -10, 12, -10, 12, -10, 12, -10, 13, -9, 12, -8, 13, -7, 12, -6, 12, -6, 12, -6, 12, -5, 12, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -3, 10, -2, 10, -2, 10, -1, 10, -1, 11, -1, 11, 0, 11, 0, 11, 1, 10, 1, 11, 0, 11, 0, 11, 0, 10, -1, 10, -1, 11, -2, 11, -2, 11, -3, 11, -3, 12, -4, 12, -4, 12, -5, 12, -5, 13, -7, 13, -7, 14, -7]"
1.5,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,10938.0,10938.0,0.0,0.0,10807.75,988.2118171503291,1.0,"[0, 0, 15, -3, 15, -3, 15, -3, 14, -4, 15, -3, 14, -3, 14, -4, 14, -4, 13, -5, 13, -5, 14, -6, 13, -5, 13, -6, 13, -6, 13, -6, 14, -7, 14, -6, 14, -6, 14, -5, 14, -4, 14, -3, 13, -2, 13, -2, 13, -2, 12, -1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -1, 10, 0, 10, 1, 10, 1, 10, 1, 11, 2, 11, 2, 10, 3, 11, 3, 10, 3, 11, 3, 10, 2, 10, 3, 10, 2, 10, 1, 10, 1, 11, 0, 11, 0, 12, 0, 12, -1, 12, -1, 12, -1, 13, -2, 14, -3, 14, -3, 15, -3]"
1.95,-60.2,-61.0,9376.0,10938.0,12500.0,10938.0,10938.0,12500.0,1562.0,1562.0,11719.083333333334,4665.6196901733565,1.0,"[0, 0, -12, 10, -12, 10, -12, 10, -11, 10, -12, 11, -12, 10, -11, 10, -10, 10, -10, 11, -9, 11, -9, 11, -9, 11, -9, 11, -9, 12, -9, 12, -9, 12, -9, 12, -10, 12, -11, 12, -11, 10, -11, 9, -11, 9, -11, 8, -11, 8, -11, 7, -11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 5, -10, 5, -9, 4, -10, 4, -10, 4, -11, 4, -12, 3, -12, 3, -12, 2, -11, 2, -12, 3, -11, 3, -11, 3, -11, 3, -10, 4, -10, 4, -11, 5, -10, 5, -11, 6, -11, 6, -11, 7, -11, 8, -11, 8, -11, 10, -11, 9, -12, 10]"
1.65,-60.0,-60.0,9376.0,9376.0,10938.0,10000.8,10938.0,10938.0,0.0,0.0,10807.833333333334,3217.339096555136,1.0,"[0, 0, -15, 6, -14, 7, -14, 7, -14, 7, -15, 7, -14, 7, -14, 7, -13, 7, -12, 7, -12, 8, -13, 9, -12, 9, -12, 9, -12, 9, -12, 9, -12, 9, -13, 9, -13, 9, -14, 8, -13, 7, -13, 7, -13, 6, -13, 5, -13, 5, -12, 4, -13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 2, -11, 1, -11, 1, -11, 0, -11, 0, -12, 0, -12, 0, -12, -1, -12, -1, -11, -2, -12, -1, -11, -1, -12, -1, -11, -1, -11, 0, -12, 1, -12, 1, -11, 2, -12, 2, -12, 3, -12, 3, -12, 4, -13, 5, -14, 6, -13, 6, -15, 6]"
1.5,-60.0,-60.0,9375.0,9376.0,10938.0,10000.8,10938.0,10938.0,0.0,0.0,10807.833333333334,531.1478973778292,1.0,"[0, 0, -16, 1, -16, 1, -16, 1, -16, 1, -16, 1, -16, 1, -15, 1, -15, 1, -14, 2, -14, 3, -15, 3, -14, 3, -14, 4, -15, 4, -15, 4, -15, 4, -16, 4, -15, 4, -15, 3, -15, 2, -15, 1, -14, 1, -14, 0, -14, -1, -13, -1, -13, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -1, -11, -2, -11, -3, -11, -3, -11, -4, -12, -4, -11, -5, -11, -5, -11, -5, -11, -5, -12, -5, -11, -4, -11, -5, -11, -4, -11, -4, -12, -3, -11, -2, -12, -2, -12, -2, -13, -2, -13, -1, -14, -1, -14, 0, -15, 1, -15, 1, -16, 1]"
1.5,-60.0,-60.0,9375.0,9376.0,10938.0,9376.0,9376.0,10938.0,1562.0,1562.0,10547.5,1121.8412959654022,1.0,"[0, 0, -16, -2, -17, -3, -16, -3, -16, -2, -16, -2, -16, -2, -15, -2, -15, -2, -15, -1, -15, 0, -15, 0, -15, 1, -15, 0, -15, 0, -16, 0, -15, 0, -16, 0, -16, -1, -16, -2, -16, -2, -15, -3, -14, -4, -14, -4, -13, -4, -13, -5, -12, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -3, -10, -3, -10, -5, -10, -5, -10, -5, -10, -6, -10, -6, -10, -7, -10, -7, -10, -7, -11, -6, -10, -6, -10, -6, -10, -6, -10, -6, -11, -5, -11, -4, -12, -4, -12, -4, -12, -4, -13, -4, -13, -3, -14, -2, -15, -2, -15, -2, -16, -2]"
1.95,-60.0,-60.0,9375.0,10938.0,10938.0,10938.0,10938.0,10938.0,0.0,0.0,11849.5,5099.007261113567,1.0,"[0, 0, 10, 11, 10, 11, 10, 12, 9, 11, 10, 12, 10, 11, 10, 11, 10, 10, 10, 10, 11, 9, 11, 9, 11, 9, 11, 8, 12, 9, 11, 9, 12, 9, 12, 9, 11, 10, 10, 10, 9, 11, 9, 10, 8, 11, 7, 10, 7, 11, 6, 10, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 4, 8, 4, 9, 4, 9, 4, 9, 3, 10, 3, 11, 2, 10, 2, 10, 2, 10, 3, 10, 3, 10, 3, 10, 3, 10, 4, 10, 4, 9, 5, 9, 5, 9, 6, 10, 6, 10, 7, 10, 8, 10, 8, 10, 10, 10, 10, 11, 10, 11]"
1.8,-60.0,-60.0,9376.0,9376.0,10938.0,10000.8,10938.0,12500.0,1562.0,1562.0,11458.666666666666,3557.0089469790328,1.0,"[0, 0, 11, -11, 11, -11, 11, -11, 10, -11, 11, -11, 10, -11, 10, -10, 9, -11, 9, -11, 8, -11, 9, -12, 8, -12, 8, -12, 8, -13, 8, -12, 9, -13, 9, -12, 9, -13, 10, -12, 10, -11, 10, -10, 10, -9, 9, -8, 10, -8, 10, -7, 10, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -6, 8, -6, 8, -5, 9, -5, 9, -5, 10, -5, 10, -4, 11, -4, 10, -3, 10, -3, 10, -4, 10, -4, 10, -4, 9, -4, 9, -4, 10, -5, 9, -6, 9, -6, 9, -7, 9, -7, 9, -8, 10, -8, 10, -9, 10, -10, 10, -11, 11, -11]"
1.65,-60.0,-60.0,10938.0,10938.0,10938.0,10938.0,10938.0,10938.0,0.0,0.0,11068.25,625.1999999999999,1.0,"[0, 0, 15, 1, 15, 1, 15, 1, 16, 1, 15, 1, 15, 0, 15, 0, 15, 0, 15, -1, 15, -1, 15, -2, 14, -2, 15, -2, 15, -2, 15, -2, 15, -2, 15, -1, 16, -1, 15, 0, 15, 0, 14, 1, 14, 2, 13, 2, 13, 3, 12, 3, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 9, 2, 9, 3, 9, 4, 9, 4, 10, 4, 10, 5, 9, 5, 10, 6, 9, 6, 10, 5, 9, 5, 9, 5, 10, 5, 10, 4, 10, 4, 10, 3, 10, 2, 11, 3, 12, 3, 12, 2, 13, 2, 13, 1, 14, 1, 15, 1, 15, 0]"
1.65,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,10157.0,10938.0,781.0,0.0,10547.416666666666,3310.457978387079,1.0,"[0, 0, 9, -13, 8, -14, 8, -13, 9, -13, 8, -13, 8, -13, 8, -13, 7, -13, 7, -14, 6, -13, 6, -14, 5, -14, 6, -14, 5, -14, 5, -14, 6, -15, 6, -14, 7, -14, 7, -14, 8, -13, 8, -12, 8, -11, 8, -11, 8, -11, 9, -9, 9, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, -8, 7, -8, 7, -7, 7, -7, 8, -7, 9, -7, 10, -6, 9, -6, 10, -6, 9, -6, 9, -6, 9, -6, 9, -6, 8, -7, 8, -7, 8, -8, 8, -8, 8, -8, 8, -9, 8, -10, 8, -10, 7, -11, 8, -11, 7, -13, 7, -13, 8, -13]"
1.8,-60.06666666666667,-61.0,10938.0,10938.0,10938.0,10938.0,10938.0,11719.0,781.0,0.0,11198.416666666666,3097.1021480660843,1.0,"[0, 0, 15, 0, 15, -1, 15, -1, 15, -1, 16, -1, 15, -1, 15, -1, 14, -1, 14, -2, 14, -3, 14, -3, 14, -3, 14, -4, 14, -4, 14, -4, 15, -4, 15, -4, 15, -3, 15, -2, 15, -1, 14, -1, 14, 0, 13, 1, 13, 1, 12, 1, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 9, 2, 9, 3, 10, 3, 10, 4, 10, 4, 10, 5, 10, 5, 9, 5, 9, 5, 10, 5, 9, 5, 9, 5, 9, 4, 10, 4, 10, 3, 10, 3, 10, 2, 11, 2, 12, 2, 12, 2, 13, 1, 13, 1, 15, 0, 14, 0, 15, -1]"
1.65,-59.86666666666667,-60.0,9376.0,10938.0,10938.0,10938.0,10938.0,11719.0,781.0,0.0,11198.333333333334,846.1801909496319,1.0,"[0, 0, -9, -14, -9, -14, -9, -14, -8, -13, -9, -14, -9, -13, -9, -13, -9, -13, -9, -12, -10, -12, -11, -11, -11, -11, -11, -11, -11, -12, -11, -11, -12, -11, -12, -12, -11, -12, -10, -13, -9, -13, -9, -13, -8, -13, -7, -13, -7, -13, -6, -12, -5, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -9, -3, -10, -3, -11, -3, -11, -2, -11, -2, -12, -1, -12, -1, -12, -1, -12, -1, -12, -1, -12, -1, -11, -2, -12, -2, -12, -2, -12, -3, -11, -3, -11, -4, -11, -5, -12, -5, -12, -5, -12, -7, -12, -6, -12, -8, -13, -8, -13, -8, -14]"
2.1,-59.06666666666667,-60.0,10938.0,10938.0,12501.0,10938.0,12500.0,14063.0,1563.0,1562.0,12760.916666666666,4642.240405474734,1.0,"[0, 0, 8, 12, 9, 12, 9, 11, 9, 12, 9, 12, 8, 12, 8, 12, 8, 11, 9, 10, 9, 10, 10, 9, 10, 9, 11, 9, 10, 10, 10, 9, 11, 9, 11, 10, 10, 11, 9, 11, 8, 12, 8, 11, 7, 11, 7, 11, 7, 11, 5, 11, 4, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 3, 8, 3, 9, 3, 9, 3, 9, 2, 10, 1, 11, 1, 10, 1, 10, 1, 10, 2, 11, 2, 10, 2, 11, 2, 10, 2, 10, 3, 10, 4, 9, 4, 10, 5, 11, 5, 11, 5, 11, 6, 11, 7, 11, 8, 12, 8, 11, 8, 12]"
